FID,OBJECTID,SHAPE,KRANKENHAUS_BEZEICHNUNG,ABTEILUNG,BEZEICHNUNG,WEBLINK1,ADRESSE,BEZIRK,TELEFON,SE_ANNO_CAD_DATA
AMBULANZOGD.57,57,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Dermatologie<br />Klin. Abt. für Immundermatologie und infektiöse Hautkrankheiten,Ernährungs- und Stoffwechselberatung für HIV-Patienten,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2109,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-42360,
AMBULANZOGD.58,58,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Dermatologie<br />Klin. Abt. für Immundermatologie und infektiöse Hautkrankheiten,HIV-Ambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2110,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-42400,
AMBULANZOGD.59,59,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Dermatologie<br />Klin. Abt. für Immundermatologie und infektiöse Hautkrankheiten,Immundermatologische Ambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1842,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-77190,
AMBULANZOGD.60,60,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Dermatologie<br />Klin. Abt. für Immundermatologie und infektiöse Hautkrankheiten,Rheuma-Ambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2112,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-77190,
AMBULANZOGD.61,61,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Dermatologie<br />Klin. Abteilung für Allgemeine Dermatologie und Dermatoonkologie,Allgemeine Ambulanz - Frauen,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1832,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-77010,
AMBULANZOGD.62,62,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Dermatologie<br />Klin. Abteilung für Allgemeine Dermatologie und Dermatoonkologie,Allgemeine Ambulanz - Männer,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1833,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-77010,
AMBULANZOGD.63,63,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Dermatologie<br />Klin. Abteilung für Allgemeine Dermatologie und Dermatoonkologie,Ambulanz für chronisch entzündliche Hauterkrankungen,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2613,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-77010,
AMBULANZOGD.64,64,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Dermatologie<br />Klin. Abteilung für Allgemeine Dermatologie und Dermatoonkologie,Ambulanz für Endokrine Dermatologie und Ästhetische Dermatologie,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1846,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-77010,
AMBULANZOGD.65,65,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Dermatologie<br />Klin. Abteilung für Allgemeine Dermatologie und Dermatoonkologie,Baby- und Kinder-Laser-Ambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2440,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-77010,
AMBULANZOGD.66,66,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Dermatologie<br />Klin. Abteilung für Allgemeine Dermatologie und Dermatoonkologie,Dermato-onkologische Ambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1838,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-77010,
AMBULANZOGD.67,67,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Dermatologie<br />Klin. Abteilung für Allgemeine Dermatologie und Dermatoonkologie,Dermatopsychologische Ambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1836,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-77010,
AMBULANZOGD.68,68,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Dermatologie<br />Klin. Abteilung für Allgemeine Dermatologie und Dermatoonkologie,Laser-Ambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1847,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-77010,
AMBULANZOGD.69,69,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Dermatologie<br />Klin. Abteilung für Allgemeine Dermatologie und Dermatoonkologie,Lymphomambulanz und Photophereseambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1848,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-77010,
AMBULANZOGD.70,70,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Dermatologie<br />Klin. Abteilung für Allgemeine Dermatologie und Dermatoonkologie,Phlebologisch-Angiologische Ambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1839,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-77500,
AMBULANZOGD.71,71,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Dermatologie<br />Klin. Abteilung für Allgemeine Dermatologie und Dermatoonkologie,Photodiagnostische Ambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1849,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-77010,
AMBULANZOGD.72,72,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Dermatologie<br />Klin. Abteilung für Allgemeine Dermatologie und Dermatoonkologie,Photodynamische Ambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1850,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-77010,
AMBULANZOGD.73,73,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Dermatologie<br />Klin. Abteilung für Allgemeine Dermatologie und Dermatoonkologie,Phototherapeutische Ambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1851,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-77010,
AMBULANZOGD.74,74,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Dermatologie<br />Klin. Abteilung für Allgemeine Dermatologie und Dermatoonkologie,Psoriasis-Ambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2439,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-77010,
AMBULANZOGD.75,75,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Frauenheilkunde<br />Klin. Abteilung für Allgemeine Gynäkologie und gynäkologische Onkologie,Ambulanz für Cervix- und Vulvapathologie,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1863,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-28040,
AMBULANZOGD.76,76,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Frauenheilkunde<br />Klin. Abteilung für Allgemeine Gynäkologie und gynäkologische Onkologie,Ambulanz für genetische Beratung bei fam. Veranlagung zu Brust- u.Eierstockkrebs,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1887,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-78290,
AMBULANZOGD.77,77,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Frauenheilkunde<br />Klin. Abteilung für Allgemeine Gynäkologie und gynäkologische Onkologie,Ambulanz für gutartige Brusterkrankungen,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2607,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-29040,
AMBULANZOGD.78,78,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Frauenheilkunde<br />Klin. Abteilung für Allgemeine Gynäkologie und gynäkologische Onkologie,Ambulanz für Gynäkologischen Ultraschall,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1864,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-28040,
AMBULANZOGD.79,79,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Frauenheilkunde<br />Klin. Abteilung für Allgemeine Gynäkologie und gynäkologische Onkologie,Ambulanz für Komplementäre Medizin in der Frauenheilkunde,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1888,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-29040,
AMBULANZOGD.80,80,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Frauenheilkunde<br />Klin. Abteilung für Allgemeine Gynäkologie und gynäkologische Onkologie,Brustambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1889,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-29040,
AMBULANZOGD.81,81,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Frauenheilkunde<br />Klin. Abteilung für Allgemeine Gynäkologie und gynäkologische Onkologie,Gynäkologische Ambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1861,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-28040,
AMBULANZOGD.82,82,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Frauenheilkunde<br />Klin. Abteilung für Allgemeine Gynäkologie und gynäkologische Onkologie,Gynäko-onkologische Erstvorstellungsambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2851,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-28040,
AMBULANZOGD.83,83,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Frauenheilkunde<br />Klin. Abteilung für Allgemeine Gynäkologie und gynäkologische Onkologie,Kinder- und Jugendgynäkologische Ambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1866,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-29200,
AMBULANZOGD.84,84,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Frauenheilkunde<br />Klin. Abteilung für Allgemeine Gynäkologie und gynäkologische Onkologie,Krisenambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=3094,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-29040,
AMBULANZOGD.85,85,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Frauenheilkunde<br />Klin. Abteilung für Allgemeine Gynäkologie und gynäkologische Onkologie,Onkologische Ambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=3108,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-28040,
AMBULANZOGD.86,86,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Frauenheilkunde<br />Klin. Abteilung für Allgemeine Gynäkologie und gynäkologische Onkologie,Onkologische Brustambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1867,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-28010,
AMBULANZOGD.87,87,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Frauenheilkunde<br />Klin. Abteilung für Allgemeine Gynäkologie und gynäkologische Onkologie,Psychoonkologische Ambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2806,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-28010,
AMBULANZOGD.88,88,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Frauenheilkunde<br />Klin. Abteilung für Allgemeine Gynäkologie und gynäkologische Onkologie,Senologisch-Ästhetische Ambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1892,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-29040,
AMBULANZOGD.89,89,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Frauenheilkunde<br />Klin. Abteilung für Allgemeine Gynäkologie und gynäkologische Onkologie,Uro-Gynäkologische Ambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1869,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-29040,
AMBULANZOGD.90,90,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Frauenheilkunde<br />Klin. Abteilung für Allgemeine Gynäkologie und gynäkologische Onkologie,"ZEM-Ambulanz (Zysten, Endometriose, Myome)",http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1870,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-28040,
AMBULANZOGD.91,91,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Frauenheilkunde<br />Klin. Abteilung für Geburtshilfe und feto-maternale Medizin,Cardiotokogramm-Ambulanz (CTG),http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1855,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-29380,
AMBULANZOGD.92,92,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Frauenheilkunde<br />Klin. Abteilung für Geburtshilfe und feto-maternale Medizin,Genetische Beratung,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2122,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-28040,
AMBULANZOGD.93,93,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Frauenheilkunde<br />Klin. Abteilung für Geburtshilfe und feto-maternale Medizin,Mehrlingsambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1883,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-27530,
AMBULANZOGD.94,94,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Frauenheilkunde<br />Klin. Abteilung für Geburtshilfe und feto-maternale Medizin,Psychosomatische Ambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2241,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-28040,
AMBULANZOGD.95,95,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Frauenheilkunde<br />Klin. Abteilung für Geburtshilfe und feto-maternale Medizin,Schwangerenambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1858,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-28530,
AMBULANZOGD.96,96,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Frauenheilkunde<br />Klin. Abteilung für Geburtshilfe und feto-maternale Medizin,Ultraschall-Risiko Fetal,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1859,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-29720,
AMBULANZOGD.97,97,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Frauenheilkunde<br />Klin. Abteilung für Geburtshilfe und feto-maternale Medizin,Ultraschall-Risiko Maternal,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1884,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-28040,
AMBULANZOGD.98,98,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Frauenheilkunde<br />Klin. Abteilung für Gynäkologische Endokrinologie und Reproduktionsmedizin,"Hormonambulanz, Wechselambulanz, Osteoporose",http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1875,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-28160,
AMBULANZOGD.99,99,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Frauenheilkunde<br />Klin. Abteilung für Gynäkologische Endokrinologie und Reproduktionsmedizin,IVF (In-Vitro-Fertilisationsambulanz),http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1876,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-28970,
AMBULANZOGD.100,100,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Frauenheilkunde<br />Klin. Abteilung für Gynäkologische Endokrinologie und Reproduktionsmedizin,Kinderwunsch-Ambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1877,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-23440,
AMBULANZOGD.101,101,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Frauenheilkunde<br />Klin. Abteilung für Gynäkologische Endokrinologie und Reproduktionsmedizin,Kinderwunsch-Endoskopie-Ambulanz (ESKA),http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1874,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-28160,
AMBULANZOGD.102,102,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Frauenheilkunde<br />Klin. Abteilung für Gynäkologische Endokrinologie und Reproduktionsmedizin,Transsexuellen-Ambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1878,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-28160,
AMBULANZOGD.103,103,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,"Univ. Klinik für Hals-, Nasen- und Ohrenkrankheiten<br />Klin. Abteilung für Allgemeine Hals-, Nasen- und Ohrenkrankheiten",Akutambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2608,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-33300,
AMBULANZOGD.104,104,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,"Univ. Klinik für Hals-, Nasen- und Ohrenkrankheiten<br />Klin. Abteilung für Allgemeine Hals-, Nasen- und Ohrenkrankheiten",Allergieambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1895,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-33300,
AMBULANZOGD.105,105,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,"Univ. Klinik für Hals-, Nasen- und Ohrenkrankheiten<br />Klin. Abteilung für Allgemeine Hals-, Nasen- und Ohrenkrankheiten",Allgemeine Ambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1894,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-33310,
AMBULANZOGD.106,106,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,"Univ. Klinik für Hals-, Nasen- und Ohrenkrankheiten<br />Klin. Abteilung für Allgemeine Hals-, Nasen- und Ohrenkrankheiten",Internistische Ambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=3323,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-33300,
AMBULANZOGD.107,107,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,"Univ. Klinik für Hals-, Nasen- und Ohrenkrankheiten<br />Klin. Abteilung für Allgemeine Hals-, Nasen- und Ohrenkrankheiten",Tumorambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2604,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-33300,
AMBULANZOGD.108,108,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,"Univ. Klinik für Hals-, Nasen- und Ohrenkrankheiten<br />Klin. Abteilung für Phoniatrie-Logopädie",Phoniatrische Ambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1902,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-33680,
AMBULANZOGD.109,109,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Innere Medizin I<br />Klin. Abteilung für Hämatologie und Hämostaseologie,Akute Leukämien,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2615,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-44640,
AMBULANZOGD.110,110,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Innere Medizin I<br />Klin. Abteilung für Hämatologie und Hämostaseologie,Antikoagulantienambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2623,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-44970,
AMBULANZOGD.111,111,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Innere Medizin I<br />Klin. Abteilung für Hämatologie und Hämostaseologie,Chronisch lymphatische Leukämien,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2616,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-44640,
AMBULANZOGD.112,112,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Innere Medizin I<br />Klin. Abteilung für Hämatologie und Hämostaseologie,Chronisch myeloische Leukämien,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2617,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-44640,
AMBULANZOGD.113,113,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Innere Medizin I<br />Klin. Abteilung für Hämatologie und Hämostaseologie,Gerinnungsambulanz/Hämostaseologische Ambulanz für Erwachsene,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2614,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-44970,
AMBULANZOGD.114,114,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Innere Medizin I<br />Klin. Abteilung für Hämatologie und Hämostaseologie,Hämatologische Ambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1739,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-44640,
AMBULANZOGD.115,115,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Innere Medizin I<br />Klin. Abteilung für Hämatologie und Hämostaseologie,Hämophilieambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1738,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-44970,
AMBULANZOGD.116,116,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Innere Medizin I<br />Klin. Abteilung für Hämatologie und Hämostaseologie,Lymphome und akute lymphatische Leukämie,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2618,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-44640,
AMBULANZOGD.117,117,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Innere Medizin I<br />Klin. Abteilung für Hämatologie und Hämostaseologie,Multiples Myelom,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2620,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-44640,
AMBULANZOGD.118,118,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Innere Medizin I<br />Klin. Abteilung für Hämatologie und Hämostaseologie,Myelodysplastische Syndrome,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2619,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-44640,
AMBULANZOGD.119,119,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Innere Medizin I<br />Klin. Abteilung für Hämatologie und Hämostaseologie,Myeloproliferative Erkrankungen,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2621,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-44640,
AMBULANZOGD.120,120,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Innere Medizin I<br />Klin. Abteilung für Hämatologie und Hämostaseologie,Psychoonkologie- und Psychosomatik-Ambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2622,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-44640,
AMBULANZOGD.121,121,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Innere Medizin I<br />Klin. Abteilung für Hämatologie und Hämostaseologie,Thromboseambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1737,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-44970,
